id,file_name,source_path,jurisdiction,authority,title,relevant_law,gdpr_articles,type,outcome,started,decided,published,fine,fine_amount,fine_currency,parties,national_case_number_name,european_case_law_identifier,original_languages,original_source,sector_type,sector_type_confidence,sector_core_activity,sector_core_activity_confidence,sector_size,sector_size_confidence
RO_91,MT_ANSPDCP_Romania_-_Fine_against_S.C._Dreamtime_Call_S.R.L..md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_S.C._Dreamtime_Call_S.R.L..md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against S.C. Dreamtime Call S.R.L.,Article 83(5)(e) GDPR,,Investigation,Violation Found,,,09/06/2021,"9.852,2 RON",9,RON,S.C. Dreamtime Call S.R.L.,Fine against S.C. Dreamtime Call S.R.L.,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_92,MT_ANSPDCP_Romania_-_Fine_against_S.P.E.E.H._Hidroelectrica_S.A..md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_S.P.E.E.H._Hidroelectrica_S.A..md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against S.P.E.E.H. Hidroelectrica S.A.,Article 5(1)(a) GDPRArticle 6(1) GDPRArticle 32(1)(b) GDPRArticle 32(2) GDPR,"6,32",Investigation,Violation Found,,01/10/2021,01/11/2021,5000 EUR,5000,EUR,S.P.E.E.H. Hidroelectrica S.A.,Fine against S.P.E.E.H. Hidroelectrica S.A.,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_93,MT_ANSPDCP_Romania_-_Fine_against_SC_Grupex_2000_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_SC_Grupex_2000_SRL.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against SC Grupex 2000 SRL,Article 6 GDPRArticle 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 5(1)(f) GDPRArticle 5(1)(c) GDPRArticle 5(2) GDPRArticle 9 GDPR,"5,6,9",Investigation,Violation Found,,07/01/2022,01/02/2022,1000 EUR,1000,EUR,SC Grupex 2000 SRL,Fine against SC Grupex 2000 SRL,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_94,MT_ANSPDCP_Romania_-_Fine_against_SC_Interactions_Marketing_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_SC_Interactions_Marketing_SRL.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against SC Interactions Marketing SRL,Article 32(1)(b) GDPR,,Investigation,Violation Found,,,20/06/2022,1000 EUR,1000,EUR,SC Interactions Marketing SRL,Fine against SC Interactions Marketing SRL,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_95,MT_ANSPDCP_Romania_-_Fine_against_SC_Nobiotic_Pharma_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_SC_Nobiotic_Pharma_SRL.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against SC Nobiotic Pharma SRL,Article 58(1)(a) GDPRArticle 58(1)(e) GDPR,,Investigation,Violation Found,,,13/12/2021,2000 EUR,2000,EUR,SC Nobiotic Pharma SRL,Fine against SC Nobiotic Pharma SRL,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_96,MT_ANSPDCP_Romania_-_Fine_against_SC_Piramida_Trade_Invest_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_SC_Piramida_Trade_Invest_SRL.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against SC Piramida Trade Invest SRL,Article 5(1)(a) GDPRArticle 6(1) GDPRArticle 12(3) GDPRArticle 15 GDPRArticle 17 GDPRArticle 21 GDPRArticle 32(1) GDPR,"6,12,15,17,21,32",Complaint,Upheld,,,26/06/2025,"15,219 RON",15219,RON,SC Piramida Trade Invest SRL,Fine against SC Piramida Trade Invest SRL,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_97,MT_ANSPDCP_Romania_-_Fine_against_SC_Spark_Car_Sharing_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_SC_Spark_Car_Sharing_SRL.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against SC Spark Car Sharing SRL,Article 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 6(1) GDPRArticle 7 GDPRArticle 17 GDPR,"6,7,17",Investigation,Violation Found,,,25/10/2023,1000 EUR,1000,EUR,SC Spark Car Sharing SRL,Fine against SC Spark Car Sharing SRL,n/a,Romanian,ANSPDP (in RO),,,,,,
RO_98,MT_ANSPDCP_Romania_-_Fine_against_SC_Wabag_Water_Services_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_SC_Wabag_Water_Services_SRL.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against SC Wabag Water Services SRL,Article 5(1)(a) GDPRArticle 5(2) GDPRArticle 6 GDPR,"5,6",Investigation,Violation Found,,,09/08/2022,1000 EUR,1000,EUR,n/a,Fine against SC Wabag Water Services SRL,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_99,MT_ANSPDCP_Romania_-_Fine_against_Sephora_Cosmetics_România_SA.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Sephora_Cosmetics_România_SA.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against Sephora Cosmetics România SA,Article 21 GDPR,21,Investigation,Violation Found,,,04/08/2022,2000 EUR,2000,EUR,Sephora Cosmetics România SA,Fine against Sephora Cosmetics România SA,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_100,MT_ANSPDCP_Romania_-_Fine_against_Societatea_Civilă_Medicală_Policlinica_Tommed.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Societatea_Civilă_Medicală_Policlinica_Tommed.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against Societatea Civilă Medicală Policlinica Tommed,Article 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 5(1)(f) GDPRArticle 5(2) GDPRArticle 9 GDPR,"5,9",Investigation,Violation Found,,,06/12/2021,2000 EUR,2000,EUR,Societatea Civilă Medicală Policlinica Tommed,Fine against Societatea Civilă Medicală Policlinica Tommed,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_101,MT_ANSPDCP_Romania_-_Fine_against_Societatea_Civilă_Profesională_de_Avocați_Sabou_Burz_Cuc.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Societatea_Civilă_Profesională_de_Avocați_Sabou_Burz_Cuc.md,Romania,ANSPDCP (Romania),"ANSPDCP (Romania) - Fine against Societatea Civilă Profesională de Avocați „Sabou, Burz & Cuc”",Article 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 5(1)(c) GDPRArticle 5(1)(f) GDPRArticle 5(2) GDPRArticle 6 GDPR,"5,6",Investigation,Violation Found,,,22/02/2022,1000 EUR,1000,EUR,"Societatea Civilă Profesională de Avocați „Sabou, Burz & Cuc”","Fine against Societatea Civilă Profesională de Avocați „Sabou, Burz & Cuc”",n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_102,MT_ANSPDCP_Romania_-_Fine_against_Telekom_Romania_Communications.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Telekom_Romania_Communications.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against Telekom Romania Communications,Article 32(1)(b) GDPRArticle 58(2)(d) GDPR,,Complaint,Upheld,,,11/06/2020,3000 EUR,3000,EUR,Telekom Romania Communications SA,Fine against Telekom Romania Communications,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_103,MT_ANSPDCP_Romania_-_Fine_against_Telekom_Romania_Communications_SA_3.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Telekom_Romania_Communications_SA_3.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against Telekom Romania Communications SA 3,Article 6 GDPRArticle 21 GDPR,"6,21",Investigation,Violation Found,,,13/05/2021,9851.40 RON,9851,RON,Telekom Romania Communications SA,Fine against Telekom Romania Communications SA 3,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_104,MT_ANSPDCP_Romania_-_Fine_against_Telekom_Romania_mobile_communications_S.A._2.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Telekom_Romania_mobile_communications_S.A._2.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against Telekom Romania mobile communications S.A. 2,"Article 32(1) GDPRArticle 32(2) GDPRArticle 3(1), Article 3(3) a) and b) Law 506/2004",32,Investigation,Violation Found,,,30/03/2021,63748 RON,63748,RON,Telekom Romania mobile communications S.A.,Fine against Telekom Romania mobile communications S.A. 2,n/a,Romanian,dataprotection.ro (in RO),,,,,,
RO_105,MT_ANSPDCP_Romania_-_Fine_against_Telekom_România_Communications_SA_4.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Telekom_România_Communications_SA_4.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against Telekom România Communications SA 4,Article 5(1)(d) GDPRArticle 5(1)(f) GDPRArticle 5(2) GDPRArticle 17 GDPR,"5,17",Investigation,Violation Found,,,06/12/2021,6000 EUR,6000,EUR,Telekom România Communications SA,Fine against Telekom România Communications SA 4,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_106,MT_ANSPDCP_Romania_-_Fine_against_Untold_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Untold_SRL.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against Untold SRL,Article 12(3) GDPRArticle 12(4) GDPRArticle 17(1) GDPR,"12,17",Complaint,Upheld,,,30/10/2024,"74,611.50 RON",74611,RON,Untold SRL,Fine against Untold SRL,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_107,MT_ANSPDCP_Romania_-_Fine_against_Urban_Home_Development_S.R.L..md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Urban_Home_Development_S.R.L..md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against Urban Home Development S.R.L.,Article 13(1)(a) GDPRArticle 4(5) Legea nr. 506/2004,,Investigation,Violation Found,,,27/05/2024,n/a,,,Urban Home Development S.R.L.,Fine against Urban Home Development S.R.L.,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_108,MT_ANSPDCP_Romania_-_Fine_against_VODAFONE_România_S.A._5.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_VODAFONE_România_S.A._5.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against VODAFONE România S.A. 5,"Article 32(1)(b) GDPRArticle 32(4) GDPRArticles 3(1), 3(3)(a) and 3(3)(b) of Law no. 506/2004",32,Investigation,Violation Found,,,11/11/2021,2900 EUR,2900,EUR,VODAFONE România S.A.,Fine against VODAFONE România S.A. 5,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_109,MT_ANSPDCP_Romania_-_Fine_against_Vodafone_Romania.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Vodafone_Romania.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against Vodafone Romania,Article 25(2) GDPRArticle 26(1) GDPR,"25,26",Investigation,Violation Found,,,23/06/2025,"20,226 RON",20226,RON,Vodafone Romania S.A.,Fine against Vodafone Romania,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_110,MT_ANSPDCP_Romania_-_Fine_against_Vodafone_Romania_SA.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Vodafone_Romania_SA.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against Vodafone Romania SA,Article 12(3) GDPRArticle 15 GDPRArticle 17 GDPR,"12,15,17",Complaint,Upheld,,,16/09/2024,"14,930 RON",14930,RON,Vodafone Romania SA,Fine against Vodafone Romania SA,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_111,MT_ANSPDCP_Romania_-_Fine_against_World_Class_Romania_S.A..md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_World_Class_Romania_S.A..md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against World Class Romania S.A.,Article 32 GDPR,32,Investigation,Violation Found,,,07/05/2021,9851 RON,9851,RON,World Class România S.A.,Fine against World Class Romania S.A.,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_112,MT_ANSPDCP_Romania_-_Fine_against_Your_Consulting_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Your_Consulting_SRL.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against Your Consulting SRL,Article 25(1) GDPRArticle 32(1)(a) GDPRArticle 32(1)(b) GDPRArticle 32(1)(d) GDPRArticle 32(2) GDPR,"25,32",Complaint,Upheld,,,16/10/2024,"14.929,20 RON",14,RON,Your Consulting SRL,Fine against Your Consulting SRL,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_113,MT_ANSPDCP_Romania_-_Fine_against_a_Property_Owners_Association.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_a_Property_Owners_Association.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against a Property Owners Association,Article 58(1)(a) GDPRArticle 58(1)(e) GDPRArticle 83(5)(e) GDPRArticle 8 of O.G. no 2/2001,,Investigation,Violation Found,,06/05/2021,19/05/2021,500 EUR,500,EUR,n/a,Fine against a Property Owners Association,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_114,MT_ANSPDCP_Romania_-_Fine_against_a_Romanian_politician.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_a_Romanian_politician.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against a Romanian politician,Article 12 GDPRArticle 13 GDPRArticle 14 GDPRart. 4(5) lit. a) and b),"12,13,14",Complaint,Upheld,,,16/07/2025,"50,286.80 RON",50286,RON,n/a,Fine against a Romanian politician,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_115,MT_ANSPDCP_Romania_-_Fine_against_a_financial_nonprofit_organisation.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_a_financial_nonprofit_organisation.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against a financial nonprofit organisation,Article 32(2) GDPR,32,Complaint,Other Outcome,,,12/08/2025,"15,141.60 RON",15141,RON,Association Casa de Recipproc Aid “FLEXICREDIT”,Fine against a financial nonprofit organisation,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_116,MT_ANSPDCP_Romania_-_Fine_against_a_natural_person.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_a_natural_person.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against a natural person,Article 5(1)(b) GDPRArticle 5(1)(a) GDPRArticle 5(2) GDPRArticle 6(1) GDPRArticle 14(1) GDPRArticle 14(2) GDPRArticle 14(3) GDPRArticle 14(4) GDPR,"5,6,14",Investigation,Violation Found,,,30/07/2021,200 EUR,200,EUR,n/a,Fine against a natural person,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_117,MT_ANSPDCP_Romania_-_Fine_for_sending_unsolicited_message_to_an_e-mail_address.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_for_sending_unsolicited_message_to_an_e-mail_address.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine for sending unsolicited message to an e-mail address,Article 14(2)(f) GDPRArticle 17(1)(c) GDPRArticle 21(1) GDPR,21,Complaint,Upheld,,,,2000 EUR,2000,EUR,n/a,Not available,n/a,Romanian,Romanian DPA (in RO),,,,,,
RO_118,MT_ANSPDCP_Romania_-_Fine_to_ANPC_National_Authority_for_Consumer_Protection.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_to_ANPC_National_Authority_for_Consumer_Protection.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine to ANPC (National Authority for Consumer Protection),Article 5(1)(a) GDPRArticle 6(1)(c) GDPR,,Investigation,Violation Found,,,,n/a,,,ANPC (National Authority for Consumer Protection),Fine to ANPC (National Authority for Consumer Protection),n/a,Romanian,https://www.dataprotection.ro/?page=Comunicat_Presa_05_07_2023&lang=ro (in RO),,,,,,
RO_119,MT_ANSPDCP_Romania_-_Fine_to_DADA_CREATION_S.R.L..md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_to_DADA_CREATION_S.R.L..md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine to DADA CREATION S.R.L.,Article 32(1) GDPRArticle 32(2) GDPRArticle 33(1) GDPR,"32,33",Investigation,Violation Found,,,24/11/2020,5.000 EUR,5,EUR,n/a,Fine to DADA CREATION S.R.L.,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_120,MT_ANSPDCP_Romania_-_Fine_to_Dante_Internațional_SA.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_to_Dante_Internațional_SA.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine to Dante Internațional SA,Article 6 GDPRArticle 21(3) GDPRArticle 58(2)(c) GDPRArticle 58(2)(d) GDPR,"6,21",Investigation,Violation found,,27/02/2020,26/03/2020,3.000 EUR,3,EUR,Dante Internațional SA,fine to Dante Internațional SA,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_121,MT_ANSPDCP_Romania_-_Fine_to_Farmacia_Ardealul_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_to_Farmacia_Ardealul_SRL.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine to Farmacia Ardealul SRL,Article 32(1)(b) GDPRArticle 32(1)(d) GDPRArticle 32(2) GDPR,32,Investigation,Violation Found,,,27/06/2023,"2,500 EUR",2500,EUR,n/a,Fine to Farmacia Ardealul SRL,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_122,MT_ANSPDCP_Romania_-_Fine_to_a_physician_for_recording_a_patient_on_his_personal_telephone.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_to_a_physician_for_recording_a_patient_on_his_personal_telephone.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine to a physician for recording a patient on his personal telephone,Article 5 GDPRArticle 6(1) GDPRArticle 9(2) GDPRLaw 46/2023 regarding patients' law,"5,6,9",Investigation,Violation Found,,,,2000 EUR,2000,EUR,n/a,N/A,N/A,Romanian,Romanian DPA (in RO),,,,,,
RO_123,MT_ANSPDCP_Romania_-_ING_BANK_NV_Amsterdam_Bucharest_Branch.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_ING_BANK_NV_Amsterdam_Bucharest_Branch.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - ING BANK NV Amsterdam Bucharest Branch,Article 32(1)(b) GDPRArticle 32(2) GDPRArticle 32(4) GDPR,32,Investigation,Violation Found,,,,3000 EUR,3000,EUR,n/a,ING BANK NV Amsterdam Bucharest Branch,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_124,MT_ANSPDCP_Romania_-_ING_Bank_N.V._Amsterdam_Bucharest_Branch.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_ING_Bank_N.V._Amsterdam_Bucharest_Branch.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - ING Bank N.V. Amsterdam – Bucharest Branch,Article 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 5(1)(c) GDPRArticle 5(1)(d) GDPRArticle 6(1) GDPR,6,Investigation,Violation Found,,07/12/2020,30/12/2020,3000 EUR,3000,EUR,ING Bank N.V. Amsterdam – Bucharest Branch,ING Bank N.V. Amsterdam – Bucharest Branch,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_125,MT_ANSPDCP_Romania_-_ING_Bank_N.V._Amsterdam_Bucharest_Branch_2.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_ING_Bank_N.V._Amsterdam_Bucharest_Branch_2.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - ING Bank N.V. Amsterdam – Bucharest Branch (2),Article 29 GDPRArticle 32(2) GDPRArticle 32(4) GDPR,"29,32",Investigation,Violation Found,,25/01/2021,10/02/2021,1000 EUR,1000,EUR,ING Bank N.V. Amsterdam – Bucharest Branch,ING Bank N.V. Amsterdam – Bucharest Branch (2),n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_126,MT_ANSPDCP_Romania_-_ING_Bank_NV_Amsterdam_Sucursala_București.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_ING_Bank_NV_Amsterdam_Sucursala_București.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - ING Bank NV Amsterdam Sucursala București,Article 32(1) GDPRArticle 32(2) GDPR,32,Investigation,Violation Found,,,21/11/2022,"20,000 EUR",20000,EUR,ING Bank NV Amsterdam Sucursala București,ING Bank NV Amsterdam Sucursala București,n/a,English,ANSPDCP (in EN),,,,,,
RO_127,MT_ANSPDCP_Romania_-_Kredyt_Inkaso_Investments_RO_SA.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Kredyt_Inkaso_Investments_RO_SA.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Kredyt Inkaso Investments RO SA,Article 5(1)(a) GDPRArticle 5(1)(c) GDPRArticle 5(2) GDPRArticle 6 GDPRArticle 9 GDPRArticle 33 GDPR,"5,6,9,33",Complaint,Upheld,,18/05/2022,18/05/2022,5000 EUR,5000,EUR,anonymousKredyt Inkaso Investments RO S.A.,Kredyt Inkaso Investments RO SA,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_128,MT_ANSPDCP_Romania_-_Materiale_Constructii_Online_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Materiale_Constructii_Online_SRL.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Materiale Constructii Online SRL,Article 58(1) GDPRArticle 83(5) GDPR,"58,83",Complaint,Upheld,,,18/10/2022,2000 EUR,2000,EUR,Materiale Constructii Online SRL,Materiale Constructii Online SRL,n/a,Romanian,ANSPDCP (in RO),,,,,,
RO_129,MT_ANSPDCP_Romania_-_Medstar_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Medstar_SRL.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Medstar SRL,Article 32 GDPRArticle 33 GDPRArticle 34 GDPR,"32,33,34",Complaint,Upheld,,,20/02/2025,"9,946.2 RON",9946,RON,Medstar SRL,Medstar SRL,n/a,Romanian,Autoritatea Naţională de Supraveghere a Prelucrării Datelor cu Caracter Personal (in RO),,,,,,
RO_130,MT_ANSPDCP_Romania_-_Meedea_Construct_Prest_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Meedea_Construct_Prest_SRL.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Meedea Construct Prest SRL,Article 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 5(1)(f) GDPRArticle 5(2) GDPRArticle 6 GDPRArticle 9 GDPR,"5,6,9",Complaint,Upheld,,,17/02/2025,"9,949 RON",9949,RON,Meedea Construct Prest SRL,Meedea Construct Prest SRL,n/a,Romanian,Autoritatea Naţională de Supraveghere a Prelucrării Datelor cu Caracter Personal (in RO),,,,,,
RO_131,MT_ANSPDCP_Romania_-_NTT_Data_Romania_SA.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_NTT_Data_Romania_SA.md,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - NTT Data Romania SA,Article 32(1)(b) GDPRArticle 32(1)(d) GDPRArticle 32(2) GDPRArticle 33(1) GDPR,"32,33",Investigation,Violation Found,,,25/03/2025,"124,432.50 RON",124432,RON,NTT Data Romania SA,NTT Data Romania SA,n/a,Romanian,Autoritatea Naţională de Supraveghere a Prelucrării Datelor cu Caracter Personal (in RO),,,,,,
